EMPCT;opc1;opc1desc;opc2;opc2d
26840;26;Artes Cenicas (I);86;Estudos Literarios (I)
26841;26;Artes Cenicas (I);109;Administracao (N)
26842;26;Artes Cenicas (I);64;Comunicacao Social-Midialogia (I)
26843;26;Artes Cenicas (I);7;Letras - Licenciatura (I)
26844;26;Artes Cenicas (I);64;Comunicacao Social-Midialogia (I)
26845;26;Artes Cenicas (I);7;Letras - Licenciatura (I)
26846;26;Artes Cenicas (I);109;Administracao (N)
26847;26;Artes Cenicas (I);30;Filosofia (I)
26848;26;Artes Cenicas (I);64;Comunicacao Social-Midialogia (I)
26849;26;Artes Cenicas (I);38;Pedagogia - Licenciatura (N)
26850;27;Educacao Fisica (I);100;Ciencias do Esporte (I)
26851;27;Educacao Fisica (I);100;Ciencias do Esporte (I)
26852;27;Educacao Fisica (I);;
26853;27;Educacao Fisica (I);45;Educacao Fisica (N)
26854;27;Educacao Fisica (I);107;Nutricao (I)
26855;27;Educacao Fisica (I);19;Historia (I)
26856;27;Educacao Fisica (I);107;Nutricao (I)
26857;27;Educacao Fisica (I);45;Educacao Fisica (N)
26858;27;Educacao Fisica (I);100;Ciencias do Esporte (I)
26859;27;Educacao Fisica (I);45;Educacao Fisica (N)
26860;27;Educacao Fisica (I);45;Educacao Fisica (N)
26861;27;Educacao Fisica (I);;
26862;27;Educacao Fisica (I);2;Estatistica (I)
26863;29;Matematica - Licenciatura (N);110;Administracao Publica (N)
26864;29;Matematica - Licenciatura (N);37;Tecnologia em Construcao de Edificios (N)
26865;29;Matematica - Licenciatura (N);40;Fisica - Licenciatura (N)
26866;29;Matematica - Licenciatura (N);51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I)
26867;29;Matematica - Licenciatura (N);56;Licenciatura Integrada Quimica/Fisica (N)
26868;29;Matematica - Licenciatura (N);46;Ciencias Biologicas - Licenciatura (N)
26869;29;Matematica - Licenciatura (N);40;Fisica - Licenciatura (N)
26870;29;Matematica - Licenciatura (N);40;Fisica - Licenciatura (N)
26871;29;Matematica - Licenciatura (N);20;Pedagogia - Licenciatura (I)
26872;30;Filosofia (I);51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I)
26873;30;Filosofia (I);;
26874;30;Filosofia (I);16;Ciencias Sociais (I)
26875;30;Filosofia (I);;
26876;30;Filosofia (I);40;Fisica - Licenciatura (N)
26877;30;Filosofia (I);16;Ciencias Sociais (I)
26878;30;Filosofia (I);44;Ciencias Sociais (N)
26879;30;Filosofia (I);51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I)
26880;30;Filosofia (I);6;Ciencias Biologicas (I)
26881;30;Filosofia (I);17;Ciencias Economicas (I)
26882;34;Engenharia de Computacao (I);102;Engenharia de Producao (I)
26883;34;Engenharia de Computacao (I);42;Ciencia da Computacao (N)
26884;34;Engenharia de Computacao (I);11;Engenharia Eletrica (I)
26885;34;Engenharia de Computacao (I);;
26886;34;Engenharia de Computacao (I);13;Engenharia de Alimentos (I)
26887;34;Engenharia de Computacao (I);14;Odontologia (I)
26888;34;Engenharia de Computacao (I);18;Linguistica (I)
26889;34;Engenharia de Computacao (I);6;Ciencias Biologicas (I)
26890;34;Engenharia de Computacao (I);11;Engenharia Eletrica (I)
26891;34;Engenharia de Computacao (I);42;Ciencia da Computacao (N)
26892;34;Engenharia de Computacao (I);11;Engenharia Eletrica (I)
26893;34;Engenharia de Computacao (I);89;Engenharia Ambiental (N)
26894;34;Engenharia de Computacao (I);42;Ciencia da Computacao (N)
26895;34;Engenharia de Computacao (I);102;Engenharia de Producao (I)
26896;34;Engenharia de Computacao (I);27;Educacao Fisica (I)
26897;34;Engenharia de Computacao (I);51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I)
26898;34;Engenharia de Computacao (I);42;Ciencia da Computacao (N)
26899;34;Engenharia de Computacao (I);102;Engenharia de Producao (I)
26900;34;Engenharia de Computacao (I);10;Engenharia Mecanica (I)
26901;34;Engenharia de Computacao (I);42;Ciencia da Computacao (N)
26902;34;Engenharia de Computacao (I);42;Ciencia da Computacao (N)
26903;34;Engenharia de Computacao (I);;
26904;34;Engenharia de Computacao (I);49;Engenharia de Controle e Automacao (N)
26905;34;Engenharia de Computacao (I);42;Ciencia da Computacao (N)
26906;34;Engenharia de Computacao (I);42;Ciencia da Computacao (N)
26907;34;Engenharia de Computacao (I);42;Ciencia da Computacao (N)
26908;34;Engenharia de Computacao (I);11;Engenharia Eletrica (I)
26909;34;Engenharia de Computacao (I);30;Filosofia (I)
26910;34;Engenharia de Computacao (I);51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I)
26911;34;Engenharia de Computacao (I);11;Engenharia Eletrica (I)
26912;34;Engenharia de Computacao (I);42;Ciencia da Computacao (N)
26913;34;Engenharia de Computacao (I);42;Ciencia da Computacao (N)
26914;34;Engenharia de Computacao (I);51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I)
26915;34;Engenharia de Computacao (I);42;Ciencia da Computacao (N)
26916;34;Engenharia de Computacao (I);109;Administracao (N)
26917;34;Engenharia de Computacao (I);94;Sistemas de Informacao (I)
26918;34;Engenharia de Computacao (I);42;Ciencia da Computacao (N)
26919;34;Engenharia de Computacao (I);42;Ciencia da Computacao (N)
26920;34;Engenharia de Computacao (I);51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I)
26921;34;Engenharia de Computacao (I);41;Engenharia Eletrica (N)
26922;34;Engenharia de Computacao (I);42;Ciencia da Computacao (N)
26923;34;Engenharia de Computacao (I);42;Ciencia da Computacao (N)
26924;34;Engenharia de Computacao (I);12;Engenharia Civil (I)
26925;34;Engenharia de Computacao (I);51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I)
26926;34;Engenharia de Computacao (I);14;Odontologia (I)
26927;34;Engenharia de Computacao (I);42;Ciencia da Computacao (N)
26928;34;Engenharia de Computacao (I);42;Ciencia da Computacao (N)
26929;34;Engenharia de Computacao (I);10;Engenharia Mecanica (I)
26930;34;Engenharia de Computacao (I);11;Engenharia Eletrica (I)
26931;34;Engenharia de Computacao (I);102;Engenharia de Producao (I)
26932;34;Engenharia de Computacao (I);42;Ciencia da Computacao (N)
26933;34;Engenharia de Computacao (I);10;Engenharia Mecanica (I)
26934;34;Engenharia de Computacao (I);9;Engenharia Quimica (I)
26935;34;Engenharia de Computacao (I);188;Engenharia de Telecomunicacoes (I)
26936;34;Engenharia de Computacao (I);42;Ciencia da Computacao (N)
26937;34;Engenharia de Computacao (I);39;Engenharia Quimica (N)
26938;34;Engenharia de Computacao (I);41;Engenharia Eletrica (N)
26939;34;Engenharia de Computacao (I);42;Ciencia da Computacao (N)
26940;34;Engenharia de Computacao (I);42;Ciencia da Computacao (N)
26941;34;Engenharia de Computacao (I);51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I)
26942;34;Engenharia de Computacao (I);;
26943;36;Tecnologia em Analise e Des. de Sist. (N);42;Ciencia da Computacao (N)
26944;36;Tecnologia em Analise e Des. de Sist. (N);94;Sistemas de Informacao (I)
26945;36;Tecnologia em Analise e Des. de Sist. (N);42;Ciencia da Computacao (N)
26946;37;Tecnologia em Construcao de Edificios (N);73;Tecnologia em Saneamento Ambiental (I)
26947;37;Tecnologia em Construcao de Edificios (N);73;Tecnologia em Saneamento Ambiental (I)
26948;37;Tecnologia em Construcao de Edificios (N);188;Engenharia de Telecomunicacoes (I)
26949;37;Tecnologia em Construcao de Edificios (N);56;Licenciatura Integrada Quimica/Fisica (N)
26950;37;Tecnologia em Construcao de Edificios (N);73;Tecnologia em Saneamento Ambiental (I)
26951;37;Tecnologia em Construcao de Edificios (N);73;Tecnologia em Saneamento Ambiental (I)
26952;37;Tecnologia em Construcao de Edificios (N);15;Medicina (I)
26953;37;Tecnologia em Construcao de Edificios (N);62;Tecnologia em Saneamento Ambiental (N)
26954;37;Tecnologia em Construcao de Edificios (N);49;Engenharia de Controle e Automacao (N)
26955;37;Tecnologia em Construcao de Edificios (N);62;Tecnologia em Saneamento Ambiental (N)
26956;38;Pedagogia - Licenciatura (N);44;Ciencias Sociais (N)
26957;38;Pedagogia - Licenciatura (N);29;Matematica - Licenciatura (N)
26958;38;Pedagogia - Licenciatura (N);56;Licenciatura Integrada Quimica/Fisica (N)
26959;38;Pedagogia - Licenciatura (N);;
26960;38;Pedagogia - Licenciatura (N);57;Letras - Licenciatura (N)
26961;38;Pedagogia - Licenciatura (N);20;Pedagogia - Licenciatura (I)
26962;38;Pedagogia - Licenciatura (N);57;Letras - Licenciatura (N)
26963;38;Pedagogia - Licenciatura (N);46;Ciencias Biologicas - Licenciatura (N)
26964;38;Pedagogia - Licenciatura (N);110;Administracao Publica (N)
26965;38;Pedagogia - Licenciatura (N);14;Odontologia (I)
26966;38;Pedagogia - Licenciatura (N);57;Letras - Licenciatura (N)
26967;38;Pedagogia - Licenciatura (N);44;Ciencias Sociais (N)
26968;38;Pedagogia - Licenciatura (N);20;Pedagogia - Licenciatura (I)
26969;38;Pedagogia - Licenciatura (N);57;Letras - Licenciatura (N)
26970;38;Pedagogia - Licenciatura (N);57;Letras - Licenciatura (N)
26971;38;Pedagogia - Licenciatura (N);20;Pedagogia - Licenciatura (I)
26972;38;Pedagogia - Licenciatura (N);57;Letras - Licenciatura (N)
26973;38;Pedagogia - Licenciatura (N);20;Pedagogia - Licenciatura (I)
26974;38;Pedagogia - Licenciatura (N);45;Educacao Fisica (N)
26975;39;Engenharia Quimica (N);43;Engenharia de Alimentos (N)
26976;39;Engenharia Quimica (N);5;Quimica (I)
26977;39;Engenharia Quimica (N);5;Quimica (I)
26978;39;Engenharia Quimica (N);13;Engenharia de Alimentos (I)
26979;39;Engenharia Quimica (N);43;Engenharia de Alimentos (N)
26980;39;Engenharia Quimica (N);109;Administracao (N)
26981;39;Engenharia Quimica (N);89;Engenharia Ambiental (N)
26982;39;Engenharia Quimica (N);49;Engenharia de Controle e Automacao (N)
26983;39;Engenharia Quimica (N);9;Engenharia Quimica (I)
26984;39;Engenharia Quimica (N);46;Ciencias Biologicas - Licenciatura (N)
26985;39;Engenharia Quimica (N);9;Engenharia Quimica (I)
26986;39;Engenharia Quimica (N);63;Farmacia (I)
26987;39;Engenharia Quimica (N);9;Engenharia Quimica (I)
26988;39;Engenharia Quimica (N);43;Engenharia de Alimentos (N)
26989;39;Engenharia Quimica (N);38;Pedagogia - Licenciatura (N)
26990;39;Engenharia Quimica (N);5;Quimica (I)
26991;39;Engenharia Quimica (N);9;Engenharia Quimica (I)
26992;39;Engenharia Quimica (N);41;Engenharia Eletrica (N)
26993;39;Engenharia Quimica (N);5;Quimica (I)
26994;39;Engenharia Quimica (N);89;Engenharia Ambiental (N)
26995;39;Engenharia Quimica (N);101;Engenharia de Manufatura (I)
26996;39;Engenharia Quimica (N);50;Quimica Tecnologica (N)
26997;39;Engenharia Quimica (N);5;Quimica (I)
26998;39;Engenharia Quimica (N);56;Licenciatura Integrada Quimica/Fisica (N)
26999;39;Engenharia Quimica (N);29;Matematica - Licenciatura (N)
27000;39;Engenharia Quimica (N);41;Engenharia Eletrica (N)
27001;39;Engenharia Quimica (N);51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I)
27002;39;Engenharia Quimica (N);5;Quimica (I)
27003;40;Fisica - Licenciatura (N);10;Engenharia Mecanica (I)
27004;40;Fisica - Licenciatura (N);109;Administracao (N)
27005;40;Fisica - Licenciatura (N);19;Historia (I)
27006;40;Fisica - Licenciatura (N);29;Matematica - Licenciatura (N)
27007;40;Fisica - Licenciatura (N);46;Ciencias Biologicas - Licenciatura (N)
27008;40;Fisica - Licenciatura (N);34;Engenharia de Computacao (I)
27009;40;Fisica - Licenciatura (N);56;Licenciatura Integrada Quimica/Fisica (N)
27010;40;Fisica - Licenciatura (N);;
27011;40;Fisica - Licenciatura (N);41;Engenharia Eletrica (N)
27012;40;Fisica - Licenciatura (N);29;Matematica - Licenciatura (N)
27013;40;Fisica - Licenciatura (N);89;Engenharia Ambiental (N)
27014;40;Fisica - Licenciatura (N);29;Matematica - Licenciatura (N)
27015;40;Fisica - Licenciatura (N);12;Engenharia Civil (I)
27016;41;Engenharia Eletrica (N);5;Quimica (I)
27017;41;Engenharia Eletrica (N);45;Educacao Fisica (N)
27018;41;Engenharia Eletrica (N);50;Quimica Tecnologica (N)
27019;41;Engenharia Eletrica (N);11;Engenharia Eletrica (I)
27020;41;Engenharia Eletrica (N);89;Engenharia Ambiental (N)
27021;41;Engenharia Eletrica (N);11;Engenharia Eletrica (I)
27022;41;Engenharia Eletrica (N);11;Engenharia Eletrica (I)
27023;41;Engenharia Eletrica (N);49;Engenharia de Controle e Automacao (N)
27024;41;Engenharia Eletrica (N);11;Engenharia Eletrica (I)
27025;41;Engenharia Eletrica (N);51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I)
27026;41;Engenharia Eletrica (N);50;Quimica Tecnologica (N)
27027;41;Engenharia Eletrica (N);11;Engenharia Eletrica (I)
27028;42;Ciencia da Computacao (N);51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I)
27029;42;Ciencia da Computacao (N);94;Sistemas de Informacao (I)
27030;42;Ciencia da Computacao (N);36;Tecnologia em Analise e Des. de Sist. (N)
27031;42;Ciencia da Computacao (N);36;Tecnologia em Analise e Des. de Sist. (N)
27032;42;Ciencia da Computacao (N);51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I)
27033;42;Ciencia da Computacao (N);34;Engenharia de Computacao (I)
27034;42;Ciencia da Computacao (N);34;Engenharia de Computacao (I)
27035;42;Ciencia da Computacao (N);34;Engenharia de Computacao (I)
27036;42;Ciencia da Computacao (N);;
27037;42;Ciencia da Computacao (N);34;Engenharia de Computacao (I)
27038;42;Ciencia da Computacao (N);6;Ciencias Biologicas (I)
27039;42;Ciencia da Computacao (N);34;Engenharia de Computacao (I)
27040;42;Ciencia da Computacao (N);107;Nutricao (I)
27041;42;Ciencia da Computacao (N);36;Tecnologia em Analise e Des. de Sist. (N)
27042;42;Ciencia da Computacao (N);34;Engenharia de Computacao (I)
27043;42;Ciencia da Computacao (N);11;Engenharia Eletrica (I)
27044;42;Ciencia da Computacao (N);34;Engenharia de Computacao (I)
27045;42;Ciencia da Computacao (N);36;Tecnologia em Analise e Des. de Sist. (N)
27046;42;Ciencia da Computacao (N);34;Engenharia de Computacao (I)
27047;42;Ciencia da Computacao (N);34;Engenharia de Computacao (I)
27048;42;Ciencia da Computacao (N);34;Engenharia de Computacao (I)
27049;42;Ciencia da Computacao (N);47;Ciencias Economicas (N)
27050;42;Ciencia da Computacao (N);36;Tecnologia em Analise e Des. de Sist. (N)
27051;42;Ciencia da Computacao (N);27;Educacao Fisica (I)
27052;42;Ciencia da Computacao (N);94;Sistemas de Informacao (I)
27053;42;Ciencia da Computacao (N);10;Engenharia Mecanica (I)
27054;42;Ciencia da Computacao (N);94;Sistemas de Informacao (I)
27055;42;Ciencia da Computacao (N);34;Engenharia de Computacao (I)
27056;42;Ciencia da Computacao (N);34;Engenharia de Computacao (I)
27057;42;Ciencia da Computacao (N);34;Engenharia de Computacao (I)
27058;42;Ciencia da Computacao (N);94;Sistemas de Informacao (I)
27059;42;Ciencia da Computacao (N);34;Engenharia de Computacao (I)
27060;42;Ciencia da Computacao (N);36;Tecnologia em Analise e Des. de Sist. (N)
27061;42;Ciencia da Computacao (N);64;Comunicacao Social-Midialogia (I)
27062;42;Ciencia da Computacao (N);34;Engenharia de Computacao (I)
27063;42;Ciencia da Computacao (N);39;Engenharia Quimica (N)
27064;42;Ciencia da Computacao (N);34;Engenharia de Computacao (I)
27065;43;Engenharia de Alimentos (N);13;Engenharia de Alimentos (I)
27066;43;Engenharia de Alimentos (N);39;Engenharia Quimica (N)
27067;43;Engenharia de Alimentos (N);13;Engenharia de Alimentos (I)
27068;43;Engenharia de Alimentos (N);34;Engenharia de Computacao (I)
27069;43;Engenharia de Alimentos (N);13;Engenharia de Alimentos (I)
27070;43;Engenharia de Alimentos (N);101;Engenharia de Manufatura (I)
27071;43;Engenharia de Alimentos (N);39;Engenharia Quimica (N)
27072;43;Engenharia de Alimentos (N);89;Engenharia Ambiental (N)
27073;43;Engenharia de Alimentos (N);47;Ciencias Economicas (N)
27074;43;Engenharia de Alimentos (N);39;Engenharia Quimica (N)
27075;44;Ciencias Sociais (N);47;Ciencias Economicas (N)
27076;44;Ciencias Sociais (N);30;Filosofia (I)
27077;44;Ciencias Sociais (N);16;Ciencias Sociais (I)
27078;44;Ciencias Sociais (N);30;Filosofia (I)
27079;44;Ciencias Sociais (N);16;Ciencias Sociais (I)
27080;44;Ciencias Sociais (N);16;Ciencias Sociais (I)
27081;44;Ciencias Sociais (N);64;Comunicacao Social-Midialogia (I)
27082;44;Ciencias Sociais (N);16;Ciencias Sociais (I)
27083;44;Ciencias Sociais (N);55;Geografia (N)
27084;45;Educacao Fisica (N);36;Tecnologia em Analise e Des. de Sist. (N)
27085;45;Educacao Fisica (N);15;Medicina (I)
27086;45;Educacao Fisica (N);109;Administracao (N)
27087;45;Educacao Fisica (N);27;Educacao Fisica (I)
27088;46;Ciencias Biologicas - Licenciatura (N);109;Administracao (N)
27089;46;Ciencias Biologicas - Licenciatura (N);107;Nutricao (I)
27090;46;Ciencias Biologicas - Licenciatura (N);6;Ciencias Biologicas (I)
27091;46;Ciencias Biologicas - Licenciatura (N);38;Pedagogia - Licenciatura (N)
27092;46;Ciencias Biologicas - Licenciatura (N);6;Ciencias Biologicas (I)
27093;46;Ciencias Biologicas - Licenciatura (N);57;Letras - Licenciatura (N)
27094;46;Ciencias Biologicas - Licenciatura (N);56;Licenciatura Integrada Quimica/Fisica (N)
27095;46;Ciencias Biologicas - Licenciatura (N);62;Tecnologia em Saneamento Ambiental (N)
27096;46;Ciencias Biologicas - Licenciatura (N);6;Ciencias Biologicas (I)
27097;46;Ciencias Biologicas - Licenciatura (N);6;Ciencias Biologicas (I)
27098;47;Ciencias Economicas (N);109;Administracao (N)
27099;47;Ciencias Economicas (N);109;Administracao (N)
27100;47;Ciencias Economicas (N);44;Ciencias Sociais (N)
27101;47;Ciencias Economicas (N);6;Ciencias Biologicas (I)
27102;47;Ciencias Economicas (N);55;Geografia (N)
27103;47;Ciencias Economicas (N);109;Administracao (N)
27104;47;Ciencias Economicas (N);55;Geografia (N)
27105;47;Ciencias Economicas (N);17;Ciencias Economicas (I)
27106;47;Ciencias Economicas (N);109;Administracao (N)
27107;47;Ciencias Economicas (N);17;Ciencias Economicas (I)
27108;47;Ciencias Economicas (N);17;Ciencias Economicas (I)
27109;47;Ciencias Economicas (N);110;Administracao Publica (N)
27110;47;Ciencias Economicas (N);12;Engenharia Civil (I)
27111;48;Arquitetura e Urbanismo (N);12;Engenharia Civil (I)
27112;48;Arquitetura e Urbanismo (N);;
27113;48;Arquitetura e Urbanismo (N);109;Administracao (N)
27114;48;Arquitetura e Urbanismo (N);44;Ciencias Sociais (N)
27115;48;Arquitetura e Urbanismo (N);;
27116;48;Arquitetura e Urbanismo (N);7;Letras - Licenciatura (I)
27117;48;Arquitetura e Urbanismo (N);;
27118;48;Arquitetura e Urbanismo (N);12;Engenharia Civil (I)
27119;48;Arquitetura e Urbanismo (N);21;Enfermagem (I)
27120;48;Arquitetura e Urbanismo (N);107;Nutricao (I)
27121;48;Arquitetura e Urbanismo (N);15;Medicina (I)
27122;48;Arquitetura e Urbanismo (N);37;Tecnologia em Construcao de Edificios (N)
27123;48;Arquitetura e Urbanismo (N);109;Administracao (N)
27124;48;Arquitetura e Urbanismo (N);54;Geografia (I)
27125;48;Arquitetura e Urbanismo (N);12;Engenharia Civil (I)
27126;48;Arquitetura e Urbanismo (N);12;Engenharia Civil (I)
27127;48;Arquitetura e Urbanismo (N);12;Engenharia Civil (I)
27128;48;Arquitetura e Urbanismo (N);29;Matematica - Licenciatura (N)
27129;48;Arquitetura e Urbanismo (N);5;Quimica (I)
27130;48;Arquitetura e Urbanismo (N);102;Engenharia de Producao (I)
27131;48;Arquitetura e Urbanismo (N);89;Engenharia Ambiental (N)
27132;48;Arquitetura e Urbanismo (N);107;Nutricao (I)
27133;48;Arquitetura e Urbanismo (N);19;Historia (I)
27134;48;Arquitetura e Urbanismo (N);27;Educacao Fisica (I)
27135;48;Arquitetura e Urbanismo (N);109;Administracao (N)
27136;48;Arquitetura e Urbanismo (N);41;Engenharia Eletrica (N)
27137;48;Arquitetura e Urbanismo (N);5;Quimica (I)
27138;48;Arquitetura e Urbanismo (N);12;Engenharia Civil (I)
27139;48;Arquitetura e Urbanismo (N);107;Nutricao (I)
27140;48;Arquitetura e Urbanismo (N);19;Historia (I)
27141;48;Arquitetura e Urbanismo (N);54;Geografia (I)
27142;48;Arquitetura e Urbanismo (N);12;Engenharia Civil (I)
27143;48;Arquitetura e Urbanismo (N);19;Historia (I)
27144;48;Arquitetura e Urbanismo (N);6;Ciencias Biologicas (I)
27145;48;Arquitetura e Urbanismo (N);49;Engenharia de Controle e Automacao (N)
27146;48;Arquitetura e Urbanismo (N);37;Tecnologia em Construcao de Edificios (N)
27147;48;Arquitetura e Urbanismo (N);12;Engenharia Civil (I)
27148;48;Arquitetura e Urbanismo (N);47;Ciencias Economicas (N)
27149;48;Arquitetura e Urbanismo (N);15;Medicina (I)
27150;48;Arquitetura e Urbanismo (N);12;Engenharia Civil (I)
27151;48;Arquitetura e Urbanismo (N);12;Engenharia Civil (I)
27152;48;Arquitetura e Urbanismo (N);9;Engenharia Quimica (I)
27153;48;Arquitetura e Urbanismo (N);39;Engenharia Quimica (N)
27154;48;Arquitetura e Urbanismo (N);12;Engenharia Civil (I)
27155;48;Arquitetura e Urbanismo (N);7;Letras - Licenciatura (I)
27156;48;Arquitetura e Urbanismo (N);;
27157;48;Arquitetura e Urbanismo (N);12;Engenharia Civil (I)
27158;48;Arquitetura e Urbanismo (N);5;Quimica (I)
27159;48;Arquitetura e Urbanismo (N);109;Administracao (N)
27160;48;Arquitetura e Urbanismo (N);6;Ciencias Biologicas (I)
27161;48;Arquitetura e Urbanismo (N);6;Ciencias Biologicas (I)
27162;48;Arquitetura e Urbanismo (N);107;Nutricao (I)
27163;48;Arquitetura e Urbanismo (N);12;Engenharia Civil (I)
27164;48;Arquitetura e Urbanismo (N);109;Administracao (N)
27165;48;Arquitetura e Urbanismo (N);64;Comunicacao Social-Midialogia (I)
27166;48;Arquitetura e Urbanismo (N);107;Nutricao (I)
27167;48;Arquitetura e Urbanismo (N);109;Administracao (N)
27168;48;Arquitetura e Urbanismo (N);;
27169;48;Arquitetura e Urbanismo (N);12;Engenharia Civil (I)
27170;48;Arquitetura e Urbanismo (N);44;Ciencias Sociais (N)
27171;48;Arquitetura e Urbanismo (N);30;Filosofia (I)
27172;48;Arquitetura e Urbanismo (N);47;Ciencias Economicas (N)
27173;48;Arquitetura e Urbanismo (N);27;Educacao Fisica (I)
27174;48;Arquitetura e Urbanismo (N);12;Engenharia Civil (I)
27175;48;Arquitetura e Urbanismo (N);15;Medicina (I)
27176;48;Arquitetura e Urbanismo (N);37;Tecnologia em Construcao de Edificios (N)
27177;48;Arquitetura e Urbanismo (N);7;Letras - Licenciatura (I)
27178;48;Arquitetura e Urbanismo (N);;
27179;48;Arquitetura e Urbanismo (N);109;Administracao (N)
27180;48;Arquitetura e Urbanismo (N);109;Administracao (N)
27181;48;Arquitetura e Urbanismo (N);;
27182;48;Arquitetura e Urbanismo (N);12;Engenharia Civil (I)
27183;48;Arquitetura e Urbanismo (N);;
27184;48;Arquitetura e Urbanismo (N);;
27185;48;Arquitetura e Urbanismo (N);8;Engenharia Agricola (I)
27186;48;Arquitetura e Urbanismo (N);17;Ciencias Economicas (I)
27187;48;Arquitetura e Urbanismo (N);45;Educacao Fisica (N)
27188;48;Arquitetura e Urbanismo (N);38;Pedagogia - Licenciatura (N)
27189;48;Arquitetura e Urbanismo (N);37;Tecnologia em Construcao de Edificios (N)
27190;48;Arquitetura e Urbanismo (N);89;Engenharia Ambiental (N)
27191;48;Arquitetura e Urbanismo (N);53;Geologia (I)
27192;48;Arquitetura e Urbanismo (N);12;Engenharia Civil (I)
27193;48;Arquitetura e Urbanismo (N);9;Engenharia Quimica (I)
27194;48;Arquitetura e Urbanismo (N);21;Enfermagem (I)
27195;48;Arquitetura e Urbanismo (N);12;Engenharia Civil (I)
27196;48;Arquitetura e Urbanismo (N);6;Ciencias Biologicas (I)
27197;48;Arquitetura e Urbanismo (N);57;Letras - Licenciatura (N)
27198;48;Arquitetura e Urbanismo (N);2;Estatistica (I)
27199;48;Arquitetura e Urbanismo (N);15;Medicina (I)
27200;48;Arquitetura e Urbanismo (N);12;Engenharia Civil (I)
27201;48;Arquitetura e Urbanismo (N);;
27202;48;Arquitetura e Urbanismo (N);12;Engenharia Civil (I)
27203;48;Arquitetura e Urbanismo (N);14;Odontologia (I)
27204;48;Arquitetura e Urbanismo (N);12;Engenharia Civil (I)
27205;48;Arquitetura e Urbanismo (N);12;Engenharia Civil (I)
27206;48;Arquitetura e Urbanismo (N);109;Administracao (N)
27207;48;Arquitetura e Urbanismo (N);64;Comunicacao Social-Midialogia (I)
27208;48;Arquitetura e Urbanismo (N);15;Medicina (I)
27209;48;Arquitetura e Urbanismo (N);;
27210;49;Engenharia de Controle e Automacao (N);10;Engenharia Mecanica (I)
27211;49;Engenharia de Controle e Automacao (N);41;Engenharia Eletrica (N)
27212;49;Engenharia de Controle e Automacao (N);11;Engenharia Eletrica (I)
27213;49;Engenharia de Controle e Automacao (N);10;Engenharia Mecanica (I)
27214;49;Engenharia de Controle e Automacao (N);11;Engenharia Eletrica (I)
27215;49;Engenharia de Controle e Automacao (N);47;Ciencias Economicas (N)
27216;49;Engenharia de Controle e Automacao (N);36;Tecnologia em Analise e Des. de Sist. (N)
27217;49;Engenharia de Controle e Automacao (N);11;Engenharia Eletrica (I)
27218;49;Engenharia de Controle e Automacao (N);11;Engenharia Eletrica (I)
27219;49;Engenharia de Controle e Automacao (N);41;Engenharia Eletrica (N)
27220;49;Engenharia de Controle e Automacao (N);10;Engenharia Mecanica (I)
27221;49;Engenharia de Controle e Automacao (N);10;Engenharia Mecanica (I)
27222;49;Engenharia de Controle e Automacao (N);41;Engenharia Eletrica (N)
27223;49;Engenharia de Controle e Automacao (N);11;Engenharia Eletrica (I)
27224;49;Engenharia de Controle e Automacao (N);34;Engenharia de Computacao (I)
27225;49;Engenharia de Controle e Automacao (N);10;Engenharia Mecanica (I)
27226;49;Engenharia de Controle e Automacao (N);102;Engenharia de Producao (I)
27227;49;Engenharia de Controle e Automacao (N);10;Engenharia Mecanica (I)
27228;49;Engenharia de Controle e Automacao (N);40;Fisica - Licenciatura (N)
27229;49;Engenharia de Controle e Automacao (N);11;Engenharia Eletrica (I)
27230;49;Engenharia de Controle e Automacao (N);41;Engenharia Eletrica (N)
27231;49;Engenharia de Controle e Automacao (N);34;Engenharia de Computacao (I)
27232;49;Engenharia de Controle e Automacao (N);10;Engenharia Mecanica (I)
27233;49;Engenharia de Controle e Automacao (N);102;Engenharia de Producao (I)
27234;49;Engenharia de Controle e Automacao (N);39;Engenharia Quimica (N)
27235;49;Engenharia de Controle e Automacao (N);41;Engenharia Eletrica (N)
27236;49;Engenharia de Controle e Automacao (N);102;Engenharia de Producao (I)
27237;49;Engenharia de Controle e Automacao (N);110;Administracao Publica (N)
27238;49;Engenharia de Controle e Automacao (N);47;Ciencias Economicas (N)
